instituTionId,inStituTionName,contactor,telephone,email,address,postCode,memo,openDate,optId,predix,IsMac,OPTIDCount,Status,StkTypeList,IsAuto,ProdAcctTypeList,isSupportALGO,isSupportInterALGO,isDSAOrderFlag,isWorkOrderFlag
0,风控机构,,,,,,风控使用机构,20220928145402.0,99990,init,N,9999,0,,N,0^1^2^3,Y,Y,N,N
0001,测试机构,,,,,,1,20220930112235.0,99990,gscf,N,9999,0,,N,0^1^2^3,Y,Y,N,N
002,002开户流程验证,,,,,,,20220923091600.0,99990,A002,N,9999,0,,N,0^1^2^3,N,N,N,N
009,009,,,,,,,20221012193246.0,99990,oppp,N,9999,0,,N,0^1^2^3,N,N,N,N
010,010开户流程验证,,,,,,,20220922182249.0,99990,A010,N,9999,0,,N,0^1^2^3,N,N,N,N
012,012开户流程验证,,,,,,,20220905165419.0,99990,A012,N,9999,0,,N,0^1^2^3,N,N,N,N
016,016开户流程验证,,,,,,,20220907181309.0,99990,A016,N,9999,0,,N,0^1^2^3,N,N,N,N
018,018开户流程验证,,,,,,,20220908103628.0,99990,A018,N,9999,0,,N,0^1^2^3,N,N,N,N
02,02自动,,,,,,,20220907112455.0,99990,RL02,N,9999,0,,N,0^1^2^3,N,N,N,N
020,020开户流程验证,,,,,,,20220907155820.0,99990,A020,N,9999,0,,N,0^1^2^3,N,N,N,N
021,021开户流程验证,,,,,,,20220923111600.0,99990,A021,N,9999,0,,N,0^1^2^3,N,N,N,N
022,022开户流程验证,,,,,,,20220907132100.0,99990,A022,N,9999,0,,N,0^1^2^3,N,N,N,N
024,024开户流程验证,,,,,,,20220907144649.0,99990,A024,N,9999,0,,N,0^1^2^3,N,N,N,N
027,027开户流程验证,,,,,,,20220907160030.0,99990,A027,N,9999,0,,N,0^1^2^3,N,N,N,N
029,029开户流程验证,,,,,,,20220926095200.0,99990,A029,N,9999,0,,N,0^1^2^3,N,N,N,N
03,03自动,,,,,,,20220908104028.0,99990,RL03,N,9999,0,,N,0^1^2^3,N,N,N,N
033,033开户流程验证,,,,,,,20220922163000.0,99990,A033,N,9999,0,,N,0^1^2^3,N,N,N,N
034,034自动,,,,,,,20221011075300.0,99990,z034,N,9999,0,,N,0^1^2^3,N,N,N,N
035,035开户流程验证,,,,,,,20220921154000.0,99990,A035,N,9999,0,,N,0^1^2^3,N,N,N,N
038,038自动,,,,,,,20220927075300.0,99990,z038,N,9999,0,,N,0^1^2^3,N,N,N,N
039,039自动,,,,,,,20220922075300.0,99990,z039,N,9999,0,,N,0^1^2^3,N,N,N,N
04,04机构全称,,,,,,,20220919132824.0,99990,zff04,N,9999,0,,N,0^1^2^3,N,N,N,N
040,040开户流程验证,,,,,,,20221013141503.0,99990,A040,N,9999,0,,N,0^1^2^3,N,N,N,N
043,043开户流程验证,,,,,,,20220922092900.0,99990,A043,N,9999,0,,N,0^1^2^3,N,N,N,N
046,046开户流程验证,,,,,,,20220921092323.0,99990,A046,N,9999,0,,N,0^1^2^3,N,N,N,N
048,048开户流程验证,,,,,,,20220920113330.0,99990,A048,N,9999,0,,N,0^1^2^3,N,N,N,N
050,050开户流程验证,,,,,,,20220907114310.0,99990,A050,N,9999,0,,N,0^1^2^3,N,N,N,N
053,053自动,,,,,,,20220921153018.0,99990,z053,N,9999,0,,N,0^1^2^3,N,N,N,N
054,054开户流程验证,,,,,,,20220926091600.0,99990,A054,N,9999,0,,N,0^1^2^3,N,N,N,N
055,055开户流程验证,,,,,,,20221011143345.0,99990,A055,N,9999,0,,N,0^1^2^3,N,N,N,N
057,057开户流程验证,,,,,,,20221011093150.0,99990,A057,N,9999,0,,N,0^1^2^3,N,N,N,N
06,06自动,,,,,,,20220907112505.0,99990,RL06,N,9999,0,,N,0^1^2^3,N,N,N,N
060,060自动,,,,,,,20220926075300.0,99990,z060,N,9999,0,,N,0^1^2^3,N,N,N,N
061,061开户流程验证,,,,,,,20220908151330.0,99990,A061,N,9999,0,,N,0^1^2^3,N,N,N,N
062,062开户流程验证,,,,,,,20220906140310.0,99990,A062,N,9999,0,,N,0^1^2^3,N,N,N,N
070,070自动,,,,,,,20220922093909.0,99990,z070,N,9999,0,,N,0^1^2^3,N,N,N,N
071,071自动,,,,,,,20220923075300.0,99990,z071,N,9999,0,,N,0^1^2^3,N,N,N,N
0712,测试,,,,,,,20220712145541.0,99990,qwer,N,9999,0,,N,F,Y,Y,N,N
0718,测试-0718,,,,,,,20220718101752.0,99990,TESS,N,9999,0,,N,S^F,Y,Y,N,N
073,073开户流程验证,,,,,,,20220920113850.0,99990,A073,N,9999,0,,N,0^1^2^3,N,N,N,N
074,074机构全称,,,,,,,20221011104850.0,99990,zf074,N,9999,0,,N,0^1^2^3,N,N,N,N
077,077开户流程验证,,,,,,,20220908150920.0,99990,A077,N,9999,0,,N,0^1^2^3,N,N,N,N
079,079开户流程验证,,,,,,,20220907172020.0,99990,A079,N,9999,0,,N,0^1^2^3,N,N,N,N
08,08自动,,,,,,,20220921140530.0,99990,RL08,N,9999,0,,N,0^1^2^3,N,N,N,N
080,080机构全称,,,,,,,20220920134147.0,99990,zf080,N,9999,0,,N,0^1^2^3,N,N,N,N
0809,0809jigou,,,,,,,20220817192241.0,IMShisdata,89,N,9999,0,,N,0^1^2^3,N,N,N,N
081,081自动,,,,,,,20220927075300.0,99990,z081,N,9999,0,,N,0^1^2^3,N,N,N,N
086,086开户流程验证,,,,,,,20220921145329.0,99990,A086,N,9999,0,,N,0^1^2^3,N,N,N,N
087,087开户流程验证,,,,,,,20221006093150.0,99990,A087,N,9999,0,,N,0^1^2^3,N,N,N,N
088,088开户流程验证,,,,,,,20220921092007.0,99990,A088,N,9999,0,,N,0^1^2^3,N,N,N,N
0885,0885机构全称,,,,,,,20220906144647.0,99990,zff0885,N,9999,0,,N,0^1^2^3,N,N,N,N
091,091自动,,,,,,,20220922075300.0,99990,z091,N,9999,0,,N,0^1^2^3,N,N,N,N
096,096开户流程验证,,,,,,,20220926093201.0,99990,A096,N,9999,0,,N,0^1^2^3,N,N,N,N
098,098开户流程验证,,,,,,,20221006092851.0,99990,A098,N,9999,0,,N,0^1^2^3,N,N,N,N
10,10自动,,,,,,,20221003094153.0,99990,RL10,N,9999,0,,N,0^1^2^3,N,N,N,N
100,hazel测试C,,,,,,,20220606141550.0,99990,hazc,N,9999,0,,N,S^F,Y,Y,N,N
101725,资金调整测试用机构,,,,,,,20220906142742.0,99990,fund,N,9999,0,,N,0^1^2^3,N,N,N,N
102,102自动,,,,,,,20220922093751.0,99990,z102,N,9999,0,,N,0^1^2^3,N,N,N,N
1042,全部权限,,,,,,,20220812104707.0,IMShisdata,hg,N,9999,0,,N,0^1^2^3,N,N,N,N
1043,权限为空,,,,,,,20220803104748.0,99990,hg2,N,9999,0,,N,0^1^2^3,N,N,N,N
1044,全部权限3,,,,,,,20220803104902.0,99990,hg3,N,9999,0,,N,0^1^2^3,N,N,N,N
1045,全部权限4,,,,,,,20220803105016.0,99990,hg4,N,9999,0,,N,0^1^2^3,N,N,N,N
1046,全部权限5,,,,,,,20220803105317.0,99990,hg5,N,9999,0,,N,0^1^2^3,N,N,N,N
1047,全部权限6,,,,,,,20220803105427.0,99990,hg6,N,9999,0,,N,0^1^2^3,N,N,N,N
1048,部分权限,,,,,,,20220808162656.0,IMShisdata,hg8,N,9999,0,,N,0^1^2^3,N,N,N,N
105,105自动,,,,,,,20220922093910.0,99990,z105,N,9999,0,,N,0^1^2^3,N,N,N,N
109,109开户流程验证,,,,,,,20220919090101.0,99990,A109,N,9999,0,,N,0^1^2^3,N,N,N,N
11,11自动,,,,,,,20220907103835.0,99990,RL11,N,9999,0,,N,0^1^2^3,N,N,N,N
111,111开户流程验证,,,,,,,20220922164400.0,99990,A111,N,9999,0,,N,0^1^2^3,N,N,N,N
1111,1111,,,,,,,20220817192241.0,IMShisdata,hhtx,N,9999,0,,N,0^1^2^3,N,N,N,N
115,115开户流程验证,,,,,,,20220923095201.0,99990,A115,N,9999,0,,N,0^1^2^3,N,N,N,N
116,116自动,,,,,,,20220921075301.0,99990,z116,N,9999,0,,N,0^1^2^3,N,N,N,N
12,12自动,,,,,,,20220908104205.0,99990,RL12,N,9999,0,,N,0^1^2^3,N,N,N,N
128,128开户流程验证,,,,,,,20221005093151.0,99990,A128,N,9999,0,,N,0^1^2^3,N,N,N,N
131,131开户流程验证,,,,,,,20220927092301.0,99990,A131,N,9999,0,,N,0^1^2^3,N,N,N,N
133,133自动,,,,,,,20220919075301.0,99990,z133,N,9999,0,,N,0^1^2^3,N,N,N,N
1346,同步验证1,,,,,,,20220817192241.0,IMShisdata,TBCS,N,9999,0,,N,0^1^2^3,N,N,N,N
14,14机构全称,,,,,,,20220914151819.0,99990,zff14,N,9999,0,,N,0^1^2^3,N,N,N,N
141,141开户流程验证,,,,,,,20220921180520.0,99990,A141,N,9999,0,,N,0^1^2^3,N,N,N,N
143,143开户流程验证,,,,,,,20221005095151.0,99990,A143,N,9999,0,,N,0^1^2^3,N,N,N,N
145,145开户流程验证,,,,,,,20220919182446.0,99990,A145,N,9999,0,,N,0^1^2^3,N,N,N,N
146,146开户流程验证,,,,,,,20220920134321.0,99990,A146,N,9999,0,,N,0^1^2^3,N,N,N,N
148,148自动,,,,,,,20220929075301.0,99990,z148,N,9999,0,,N,0^1^2^3,N,N,N,N
15,15自动,,,,,,,20220907141518.0,99990,RL15,N,9999,0,,N,0^1^2^3,N,N,N,N
150,150自动,,,,,,,20220914104830.0,99990,z150,N,9999,0,,N,0^1^2^3,N,N,N,N
153,153开户流程验证,,,,,,,20221011144106.0,99990,A153,N,9999,0,,N,0^1^2^3,N,N,N,N
155,155开户流程验证,,,,,,,20220920181835.0,99990,A155,N,9999,0,,N,0^1^2^3,N,N,N,N
1555,1555机构全称,,,,,,,20220906113334.0,99990,zff1555,N,9999,0,,N,0^1^2^3,N,N,N,N
156,156开户流程验证,,,,,,,20220907173751.0,99990,A156,N,9999,0,,N,0^1^2^3,N,N,N,N
157,157开户流程验证,,,,,,,20220927095221.0,99990,A157,N,9999,0,,N,0^1^2^3,N,N,N,N
159,159开户流程验证,,,,,,,20220906150431.0,99990,A159,N,9999,0,,N,0^1^2^3,N,N,N,N
161,161开户流程验证,,,,,,,20220907173211.0,99990,A161,N,9999,0,,N,0^1^2^3,N,N,N,N
165,165开户流程验证,,,,,,,20220916095201.0,99990,A165,N,9999,0,,N,0^1^2^3,N,N,N,N
170,170开户流程验证,,,,,,,20220919181301.0,99990,A170,N,9999,0,,N,0^1^2^3,N,N,N,N
171,171开户流程验证,,,,,,,20220920150516.0,99990,A171,N,9999,0,,N,0^1^2^3,N,N,N,N
172,172开户流程验证,,,,,,,20221013092251.0,99990,A172,N,9999,0,,N,0^1^2^3,N,N,N,N
174,174开户流程验证,,,,,,,20220921154401.0,99990,A174,N,9999,0,,N,0^1^2^3,N,N,N,N
176,176自动,,,,,,,20220914104830.0,99990,z176,N,9999,0,,N,0^1^2^3,N,N,N,N
177,177开户流程验证,,,,,,,20221004093151.0,99990,A177,N,9999,0,,N,0^1^2^3,N,N,N,N
180,180自动,,,,,,,20220926075301.0,99990,z180,N,9999,0,,N,0^1^2^3,N,N,N,N
1813,zhengli,,,,,,,20220819095306.0,99990,zhengli,N,9999,0,,N,0^1^2^3,N,N,N,N
182,182开户流程验证,,,,,,,20220920095351.0,99990,A182,N,9999,0,,N,0^1^2^3,N,N,N,N
184,184开户流程验证,,,,,,,20220923092301.0,99990,A184,N,9999,0,,N,0^1^2^3,N,N,N,N
185,185开户流程验证,,,,,,,20220919173957.0,99990,A185,N,9999,0,,N,0^1^2^3,N,N,N,N
189,189开户流程验证,,,,,,,20220908111040.0,99990,A189,N,9999,0,,N,0^1^2^3,N,N,N,N
19,19自动,,,,,,,20220918094200.0,99990,RL19,N,9999,0,,N,0^1^2^3,N,N,N,N
190,190开户流程验证,,,,,,,20220921093159.0,99990,A190,N,9999,0,,N,0^1^2^3,N,N,N,N
192,192开户流程验证,,,,,,,20221013141339.0,99990,A192,N,9999,0,,N,0^1^2^3,N,N,N,N
193,193自动,,,,,,,20221011075301.0,99990,z193,N,9999,0,,N,0^1^2^3,N,N,N,N
198,198开户流程验证,,,,,,,20220905155521.0,99990,A198,N,9999,0,,N,0^1^2^3,N,N,N,N
2009,2009机构全称,,,,,,,20220908100838.0,99990,zff2009,N,9999,0,,N,0^1^2^3,N,N,N,N
2022,交易测试机构,,,,,,,,A000,A,N,9999,0,,N,0^1^2^3,N,N,N,N
20220803,权限回归,,,,,,,20220803102425.0,99990,83,N,9999,0,,N,0^1^2^3,N,N,N,N
20228801,HLA机构,,,,,,,20220808141504.0,99990,HL,N,9999,0,,N,0^1^2^3,N,N,N,N
20228802,HLB机构,,,,,,,20220808141737.0,99990,HL2,N,9999,0,,N,0^1^2^3,N,N,N,N
20228803,HLC机构,,,,,,,20220808141841.0,99990,HL3,N,9999,0,,N,0^1^2^3,N,N,N,N
2022927,27回归测试,,,,,,,20220927112304.0,99990,258,N,9999,0,,N,0^1^2^3,N,N,N,N
2023,开户流程验证,,,,,,,20220905154008.0,99990,K,N,9999,0,,N,0^1^2^3,N,N,N,N
205,205开户流程验证,,,,,,,20220926092902.0,99990,A205,N,9999,0,,N,0^1^2^3,N,N,N,N
208,208自动,,,,,,,20220927075302.0,99990,z208,N,9999,0,,N,0^1^2^3,N,N,N,N
21,21自动,,,,,,,20220907173004.0,99990,RL21,N,9999,0,,N,0^1^2^3,N,N,N,N
212,212开户流程验证,,,,,,,20220920095721.0,99990,A212,N,9999,0,,N,0^1^2^3,N,N,N,N
217,217开户流程验证,,,,,,,20221003092852.0,99990,A217,N,9999,0,,N,0^1^2^3,N,N,N,N
2195,2195机构全称,,,,,,,20220905175202.0,99990,zff2195,N,9999,0,,N,0^1^2^3,N,N,N,N
22,22自动,,,,,,,20220921143338.0,99990,RL22,N,9999,0,,N,0^1^2^3,N,N,N,N
221,221开户流程验证,,,,,,,20220920101342.0,99990,A221,N,9999,0,,N,0^1^2^3,N,N,N,N
222,222开户流程验证,,,,,,,20220920095256.0,99990,A222,N,9999,0,,N,0^1^2^3,N,N,N,N
2222,2222,,,,,,,20220808141425.0,99990,hhtz,N,9999,0,,N,S^F,Y,Y,N,N
230,230自动,,,,,,,20221005075252.0,99990,z230,N,9999,0,,N,0^1^2^3,N,N,N,N
233,233开户流程验证,,,,,,,20221013141703.0,99990,A233,N,9999,0,,N,0^1^2^3,N,N,N,N
236,236开户流程验证,,,,,,,20220919180611.0,99990,A236,N,9999,0,,N,0^1^2^3,N,N,N,N
238,238机构全称,,,,,,,20220919133343.0,99990,zff238,N,9999,0,,N,0^1^2^3,N,N,N,N
239,239机构全称,,,,,,,20221011110542.0,99990,zf239,N,9999,0,,N,0^1^2^3,N,N,N,N
24,24自动,,,,,,,20220907175712.0,99990,RL24,N,9999,0,,N,0^1^2^3,N,N,N,N
240,240开户流程验证,,,,,,,20220914095202.0,99990,A240,N,9999,0,,N,0^1^2^3,N,N,N,N
244,244开户流程验证,,,,,,,20221007092852.0,99990,A244,N,9999,0,,N,0^1^2^3,N,N,N,N
245,245开户流程验证,,,,,,,20220920131612.0,99990,A245,N,9999,0,,N,0^1^2^3,N,N,N,N
246,246开户流程验证,,,,,,,20221004092852.0,99990,A246,N,9999,0,,N,0^1^2^3,N,N,N,N
249,249自动,,,,,,,20220922075302.0,99990,z249,N,9999,0,,N,0^1^2^3,N,N,N,N
252,252自动,,,,,,,20220920132812.0,99990,z252,N,9999,0,,N,0^1^2^3,N,N,N,N
254,254自动,,,,,,,20220921102231.0,99990,z254,N,9999,0,,N,0^1^2^3,N,N,N,N
257,257自动,,,,,,,20220921075302.0,99990,z257,N,9999,0,,N,0^1^2^3,N,N,N,N
259,259开户流程验证,,,,,,,20220916090102.0,99990,A259,N,9999,0,,N,0^1^2^3,N,N,N,N
26,26自动,,,,,,,20220805175824.0,99990,RL26,N,9999,0,,N,0^1^2^3,N,N,N,N
261,261开户流程验证,,,,,,,20220907114242.0,99990,A261,N,9999,0,,N,0^1^2^3,N,N,N,N
262,262开户流程验证,,,,,,,20220921095206.0,99990,A262,N,9999,0,,N,0^1^2^3,N,N,N,N
269,269自动,,,,,,,20221005075252.0,99990,z269,N,9999,0,,N,0^1^2^3,N,N,N,N
27,27自动,,,,,,,20220921135518.0,99990,RL27,N,9999,0,,N,0^1^2^3,N,N,N,N
271,271开户流程验证,,,,,,,20221005092852.0,99990,A271,N,9999,0,,N,0^1^2^3,N,N,N,N
273,273自动,,,,,,,20220920132812.0,99990,z273,N,9999,0,,N,0^1^2^3,N,N,N,N
274,274开户流程验证,,,,,,,20220907181232.0,99990,A274,N,9999,0,,N,0^1^2^3,N,N,N,N
278,278开户流程验证,,,,,,,20220923095222.0,99990,A278,N,9999,0,,N,0^1^2^3,N,N,N,N
279,279自动,,,,,,,20220920075302.0,99990,z279,N,9999,0,,N,0^1^2^3,N,N,N,N
280,280开户流程验证,,,,,,,20220908111131.0,99990,A280,N,9999,0,,N,0^1^2^3,N,N,N,N
281,281开户流程验证,,,,,,,20221003093152.0,99990,A281,N,9999,0,,N,0^1^2^3,N,N,N,N
289,289开户流程验证,,,,,,,20221007092642.0,99990,A289,N,9999,0,,N,0^1^2^3,N,N,N,N
293,293开户流程验证,,,,,,,20220913090103.0,99990,A293,N,9999,0,,N,0^1^2^3,N,N,N,N
294,294开户流程验证,,,,,,,20220907134732.0,99990,A294,N,9999,0,,N,0^1^2^3,N,N,N,N
296,296机构全称,,,,,,,20220920100208.0,99990,zf296,N,9999,0,,N,0^1^2^3,N,N,N,N
30,30自动,,,,,,,20220805175811.0,99990,RL30,N,9999,0,,N,0^1^2^3,N,N,N,N
302,302自动,,,,,,,20220920075303.0,99990,z302,N,9999,0,,N,0^1^2^3,N,N,N,N
305,305开户流程验证,,,,,,,20220920181530.0,99990,A305,N,9999,0,,N,0^1^2^3,N,N,N,N
306,306自动,,,,,,,20220914104832.0,99990,z306,N,9999,0,,N,0^1^2^3,N,N,N,N
308,308开户流程验证,,,,,,,20220907153501.0,99990,A308,N,9999,0,,N,0^1^2^3,N,N,N,N
309,309开户流程验证,,,,,,,20221004091553.0,99990,A309,N,9999,0,,N,0^1^2^3,N,N,N,N
31,31自动,,,,,,,20220908104428.0,99990,RL31,N,9999,0,,N,0^1^2^3,N,N,N,N
311,311自动,,,,,,,20220922093912.0,99990,z311,N,9999,0,,N,0^1^2^3,N,N,N,N
312,312开户流程验证,,,,,,,20220906172522.0,99990,A312,N,9999,0,,N,0^1^2^3,N,N,N,N
313,313开户流程验证,,,,,,,20221007091636.0,99990,A313,N,9999,0,,N,0^1^2^3,N,N,N,N
314,314机构全称,,,,,,,20220919133351.0,99990,zff314,N,9999,0,,N,0^1^2^3,N,N,N,N
319,319开户流程验证,,,,,,,20220929091603.0,99990,A319,N,9999,0,,N,0^1^2^3,N,N,N,N
32,32机构全称,,,,,,,20220914153806.0,99990,zff32,N,9999,0,,N,0^1^2^3,N,N,N,N
324,324自动,,,,,,,20221004075253.0,99990,z324,N,9999,0,,N,0^1^2^3,N,N,N,N
328,328开户流程验证,,,,,,,20220920114103.0,99990,A328,N,9999,0,,N,0^1^2^3,N,N,N,N
33,报告下载,,,,,,,20220811135458.0,99990,bgxz,N,9999,0,,N,0^1^2^3,N,N,N,N
331,331开户流程验证,,,,,,,20220921153833.0,99990,A331,N,9999,0,,N,0^1^2^3,N,N,N,N
333,333开户流程验证,,,,,,,20221014105033.0,99990,A333,N,9999,0,,N,0^1^2^3,N,N,N,N
3333,3333,,,,,,,20220808141501.0,99990,hhtc,N,9999,0,,N,S^F,Y,Y,N,N
3344,222,,,,,,,20220921161214.0,99990,wr,N,9999,0,,N,0^1^2^3,N,N,N,N
336,336开户流程验证,,,,,,,20220921153213.0,99990,A336,N,9999,0,,N,0^1^2^3,N,N,N,N
337,337自动,,,,,,,20221007075253.0,99990,z337,N,9999,0,,N,0^1^2^3,N,N,N,N
339,339开户流程验证,,,,,,,20221004090053.0,99990,A339,N,9999,0,,N,0^1^2^3,N,N,N,N
34,34自动,,,,,,,20220908161544.0,99990,RL34,N,9999,0,,N,0^1^2^3,N,N,N,N
342,342开户流程验证,,,,,,,20221003095213.0,99990,A342,N,9999,0,,N,0^1^2^3,N,N,N,N
345,345自动,,,,,,,20221004075253.0,99990,z345,N,9999,0,,N,0^1^2^3,N,N,N,N
348,348机构全称,,,,,,,20220920140354.0,99990,zf348,N,9999,0,,N,0^1^2^3,N,N,N,N
349,349开户流程验证,,,,,,,20220914090103.0,99990,A349,N,9999,0,,N,0^1^2^3,N,N,N,N
355,355开户流程验证,,,,,,,20220920095203.0,99990,A355,N,9999,0,,N,0^1^2^3,N,N,N,N
356,356自动,,,,,,,20221007075253.0,99990,z356,N,9999,0,,N,0^1^2^3,N,N,N,N
360,360开户流程验证,,,,,,,20220922095203.0,99990,A360,N,9999,0,,N,0^1^2^3,N,N,N,N
364,364开户流程验证,,,,,,,20220914105903.0,99990,A364,N,9999,0,,N,0^1^2^3,N,N,N,N
37,37自动,,,,,,,20220908104517.0,99990,RL37,N,9999,0,,N,0^1^2^3,N,N,N,N
38,38自动,,,,,,,20221001094154.0,99990,RL38,N,9999,0,,N,0^1^2^3,N,N,N,N
381,381自动,,,,,,,20221005075253.0,99990,z381,N,9999,0,,N,0^1^2^3,N,N,N,N
383,383开户流程验证,,,,,,,20220921092858.0,99990,A383,N,9999,0,,N,0^1^2^3,N,N,N,N
385,385开户流程验证,,,,,,,20220907152743.0,99990,A385,N,9999,0,,N,0^1^2^3,N,N,N,N
39,39自动,,,,,,,20220907175356.0,99990,RL39,N,9999,0,,N,0^1^2^3,N,N,N,N
390,390开户流程验证,,,,,,,20221006090054.0,99990,A390,N,9999,0,,N,0^1^2^3,N,N,N,N
393,393开户流程验证,,,,,,,20221003090054.0,99990,A393,N,9999,0,,N,0^1^2^3,N,N,N,N
394,394开户流程验证,,,,,,,20220922095224.0,99990,A394,N,9999,0,,N,0^1^2^3,N,N,N,N
395,395开户流程验证,,,,,,,20220908112502.0,99990,A395,N,9999,0,,N,0^1^2^3,N,N,N,N
396,396自动,,,,,,,20220920075303.0,99990,z396,N,9999,0,,N,0^1^2^3,N,N,N,N
397,397机构全称,,,,,,,20221011130623.0,99990,zf397,N,9999,0,,N,0^1^2^3,N,N,N,N
398,398自动,,,,,,,20220920132814.0,99990,z398,N,9999,0,,N,0^1^2^3,N,N,N,N
4,5,,,,,,,20220927140234.0,99990,tyyu,N,9999,0,,N,S^F^C,Y,Y,N,N
40,40自动,,,,,,,20221005094151.0,99990,RL40,N,9999,0,,N,0^1^2^3,N,N,N,N
400,400开户流程验证,,,,,,,20221004095214.0,99990,A400,N,9999,0,,N,0^1^2^3,N,N,N,N
4018,4018机构全称,,,,,,,20220905174900.0,99990,zff4018,N,9999,0,,N,0^1^2^3,N,N,N,N
402,402自动,,,,,,,20221006075254.0,99990,z402,N,9999,0,,N,0^1^2^3,N,N,N,N
403,403开户流程验证,,,,,,,20220920113034.0,99990,A403,N,9999,0,,N,0^1^2^3,N,N,N,N
405,405开户流程验证,,,,,,,20220907112433.0,99990,A405,N,9999,0,,N,0^1^2^3,N,N,N,N
