globalConst,interiorId,constDisplayName,memo,sortSerial
accruedBaseType,1,资产净值,,0
AccruedFeeType,GLF,管理费,,0
AccruedFeeType,TGF,托管费,,1
AccruedFeeType,TZGWF,投顾费,,3
AccruedFeeType,WBF,外包费,,2
AccruedFeeType,XSFWF,销售服务费,,4
AccruedFeeType,YJBC,业绩报酬,,5
AccruedMode,1,日{{Day}},,0
AccruedMode,2,月{{Month}},,1
AccruedMode,3,季{{Quarter}},,2
AccruedMode,4,半年{{Half Year}},,3
AccruedMode,5,年{{Year}},,4
AcctGroupOrderStrategy,0,固定数量,多产品双向策略,0
AcctGroupOrderStrategy,1,固定金额,多产品双向策略,1
AcctGroupOrderStrategy,2,单元可用比,多产品买策略,2
AcctGroupOrderStrategy,3,可用数量比,多产品卖策略,3
AcctGroupOrderStrategy,4,持仓数量比,多产品卖策略,4
AcctGroupOrderStrategy,5,产品净资产比,多产品双向策略,5
AcctGroupStatus,0,正常{{Normal}},,0
AcctGroupStatus,3,锁定{{Locked}},,3
AcctIDType,J,交易账户,,1
AcctIDType,T,托管账户{{Custody Account}},,0
AcctIDType,X,现货交易账户{{Spot Trading Account}},,2
acctPermitList,0,禁止存款,account,0
acctPermitList,1,禁止取款,account,1
acctPermitList,2,禁止买入,account,2
acctPermitList,3,禁止卖出,account,3
acctPermitList,4,禁止转托管,account,4
acctPermitList,5,禁止撤消指定,account,5
acctPermitList,6,禁止银证转帐转出,account,6
acctPermitList,7,禁止银证转帐转入,account,7
acctPermitList,8,禁止买入(场外交易产品),account,8
acctPermitList,9,禁止卖出(场外交易产品),account,9
acctPermitList,A,禁止转托管(场外交易产品),account,10
acctPermitList,B,禁止开放式基金账户类业务,account,11
acctPermitList,C,禁止开放式基金交易类业务,account,12
acctPermitList,D,允许外汇资金充抵保证金,account,13
action,0,增加,复核操作,0
action,1,注销,复核操作,1
action,10,调整资金可用,资金复核操作,10
action,11,调整资金余额,资金复核操作,11
action,12,调整资金余额与可用,资金复核操作,12
action,13,划转资金,资金复核操作,13
action,14,资金异常冻结,资金复核操作,14
action,15,资金异常解冻,资金复核操作,15
action,16,资金期限冻结,资金复核操作,16
action,17,资金取消期限冻结,资金复核操作,17
action,2,修改,复核操作,2
action,20,调整股份可用,股份复核操作,20
action,21,调整股份余额,股份复核操作,21
action,22,调整股份余额与可用,股份复核操作,22
action,23,调整昨持仓,股份复核操作,23
action,24,调整今持仓,股份复核操作,24
action,25,调整约券持仓,T0股份复核操作,25
action,3,注销恢复,复核操作,3
action,30,划转流通股,股份复核操作,30
action,31,划转非流通股,股份复核操作,31
action,32,划转异常冻结,股份复核操作,32
action,33,股份异常冻结,股份复核操作,33
action,34,股份异常解冻,股份复核操作,34
action,35,股份复核操作,股份复核操作,35
action,36,股份取消期限冻结,股份复核操作,36
action,37,调整股份权益,股份复核操作,37
action,38,重置成本价,股份复核操作,38
action,50,创建,创建指令,50
action,51,复核,复核指令,51
action,52,分发,分发指令,52
action,53,终止,终止指令,53
action,54,修改,修改指令,54
actionType,auto,系统自动更新,留痕操作记录,1
actionType,manual,人工更新,留痕操作记录,0
actionType,script,脚本提交更新,留痕操作记录,2
actionType,upload,外部导入更新,留痕操作记录,2
AdjustedFlag,0,增加,复核操作,0
AdjustedFlag,1,减少,复核操作,1
AdjustedFlag,2,实际值,复核操作,2
AffiliateCode,0,非关联方,,0
AffiliateCode,1,是关联方,,1
algoStatus,1,运行中,intelligentorder,1
algoStatus,2,撤销中,intelligentorder,2
algoStatus,3,强制撤销中,intelligentorder,3
algoStatus,4,修改中,intelligentorder,4
algoStatus,5,已停止{{Stopped}},intelligentorder,5
algoStatus,6,已完成{{Fininshed}}, intelligentorder ,6
algoStatus,7,已暂停{{Paused}}, intelligentorder ,7
algoStatus,8,恢复中{{Recovering}}, intelligentorder ,8
APIAuthMode,A,基础模版{{Basic Template}},,0
APIAuthMode,B,策略模版{{Strategy Template}},,0
APIAuthMode_A,00080077,查询行情快照,,4
APIAuthMode_A,50000003,API服务登录,,0
APIAuthMode_A,50150001,交易下单,,10
APIAuthMode_A,50150005,交易撤单,,11
APIAuthMode_A,50150015,群组交易下单,,12
APIAuthMode_A,50152001,查询委托信息,,20
APIAuthMode_A,50152003,查询成交信息,,21
APIAuthMode_A,50159001,资金帐号登录,,3
APIAuthMode_A,52210081,查询产品资产,,1
APIAuthMode_A,52210085,查询产品信息,,2
APIAuthMode_B,50121003,策略撤单/补单,,1
APIAuthMode_B,50121021,策略撤销{{Strategy Cancel}},,3
APIAuthMode_B,50121023,策略审批,,2
APIAuthMode_B,50122005,查询策略信息,,10
APIAuthMode_B,50122009,查询策略明细信息,,11
APIAuthMode_B,50125001,指令下达/修改,,4
APIAuthMode_B,50125011,指令暂停/终止/恢复,,5
APIAuthMode_B,50152059,查询指令明细信息,,14
APIAuthMode_B,50152081,查询指令委托信息,,12
APIAuthMode_B,50152083,查询指令成交信息,,13
ArbitrageStatus,0,开仓中,开仓中,0
ArbitrageStatus,1,开仓完成,开仓完成,1
ArbitrageStatus,2,调整中,调整中,2
ArbitrageStatus,3,调整完成,调整完成,3
ArbitrageStatus,4,平仓中,平仓中,4
ArbitrageStatus,5,部分平仓,部分平仓,5
ArbitrageStatus,6,套利完成,套利完成,6
ArbitrageStatus,7,套利终止,套利终止,7
arbitrageType,0,溢价套利,,0
arbitrageType,1,折价套利,,1
assetCategory,A0,现金/股票,资金股份类,0
assetCategory,A1,逆回购资金,资金,1
assetCategory,A2,ETF现金替代/现金差额,资金,2
assetCategory,A3,IPO资金冻结,资金(特殊第三方),3
assetCategory,A4,正回购资金,资金,4
assetCategory,B1,质押,股份类,0
assetCategory,B2,基金合并,股份类,1
AssetClassType,1,资产类{{Asset Category}},,0
AssetClassType,2,负债类{{Liability Category}},,1
AssetClassType,3,共同类{{Common Category}},,2
AssetClassType,4,权益类{{Equitt Category}},,3
AssetClassType,6,损益类{{Income Category}},,4
AssetFlag,-1,贷{{Credit}},,1
AssetFlag,1,借{{Debit}},,0
assetInvestType,1,股票型,,1
assetInvestType,2,债券型,,2
assetInvestType,3,混合型,,3
assetInvestType,4,货币型,,4
assetInvestType,5,指数型,,5
assetType,0,资金{{Fund}},,0
assetType,1,股份{{Positions}},,1
AttributeType,0,普通业务,融资融券头寸类型,0
AttributeType,1,专项业务,融资融券头寸类型,1
AttributeType,2,共享头寸,融资融券头寸类型,2
AuditFlag,0,未复核,,0
AuditFlag,1,复核未通过,,1
AuditFlag,2,复核通过,,2
AuditFlag,3,留痕,,3
autoArbitrageType,Auto_1,买+申,,1
autoArbitrageType,Auto_2,赎+卖,,2
autoArbitrageType,Auto_3,自动套利,,3
autoArbitrageType,MANUAL,手工套利,,4
autoArbitrageType,MANUAL_10,买ETF+卖开,,10
autoArbitrageType,MANUAL_11,买股+申+卖开,,11
autoArbitrageType,MANUAL_13,卖ETF+买平,,13
A_PriceStrategy,A1,本方1,市价委托,5
A_PriceStrategy,A2,本方2,市价委托,6
A_PriceStrategy,A3,本方3,市价委托,7
A_PriceStrategy,A4,本方4,市价委托,8
A_PriceStrategy,A5,本方5,市价委托,9
A_PriceStrategy,D1,对方1,市价委托,10
A_PriceStrategy,D2,对方2,市价委托,11
A_PriceStrategy,D3,对方3,市价委托,12
A_PriceStrategy,D4,对方4,市价委托,13
A_PriceStrategy,D5,对方5,市价委托,14
A_PriceStrategy,NP,最新,市价委托,0
A_PriceStrategy,PC,昨收,市价委托,3
A_PriceStrategy,ST,涨停,市价委托,1
A_PriceStrategy,ZT,跌停,市价委托,2
basicStkType,ASH,A股,个股期权标的证券类型,1
basicStkType,EBS,ETF,个股期权标的证券类型,0
basicStkType,IDX,指数,个股期权标的证券类型,2
BasketStrategy,0,整数,整数,0
BasketStrategy,1,比例,比例,1
BasketStrategy,2,等金额,等金额,2
BasketStrategy,3,等数量,等数量,3
BasketStrategy,4,市值权重,市值权重,4
BasketType,0,交易所发布{{Exchange Publishing}},,0
BasketType,1,权重组合{{Weighted Portfolio}},,1
BasketType,2,现货组合{{Spot Portfolio}},,2
BasketType,3,期货组合{{Futures Portfolio}},,3
BasketType,4,期现组合{{Spot Futures Portfolio}},,4
BasketType,5,混合组合{{Mixed Portfolio}},,5
BatchStatus,0,新建,新建,0
BatchStatus,1,执行中,执行中,1
BatchStatus,2,完成,完成,2
BatchStatus,3,委托失败,委托失败,3
BatchStatus,4,挂单中,挂单中,4
BatchStatus,5,已撤单,已撤单,5
BatchStatus,6,审批中{{Approving}},审批中,6
BatchStatus,7,审批/检查不通过,审批失败,7
BIGCLASSNAME,1,利率债,,0
BIGCLASSNAME,2,信用债,,1
BOND,ASSET_BOND,资产证券化债,Stktype2,6
BOND,CONV_BOND,可转债,Stktype2,4
BOND,CORP_BOND,公司债,Stktype2,2
BOND,DIRE_CONV_BOND,定向可转债,stkType2,23
BOND,EXCHANGEABLE_BOND,可交换债,Stktype2,16
BOND,E_BOND,企业债券,Stktype2,1
BOND,GOV_BOND,地方政府债,Stktype2,3
BOND,JUNIOR_BOND,次级债,Stktype2,14
BOND,OTHER_BOND,其他债券,Stktype2,7
BOND,PRIVATE_BOND,私募债,Stktype2,15
BOND,SPILT_BOND,分离式可转债,Stktype2,5
BOND,T_BOND,国债,Stktype2,0
Bond_InterestType,1,固定利率{{Fixed Interst Rate}},,0
Bond_InterestType,2,浮动利率{{Floating Interest Rate}},,1
Bond_InterestType,3,累进利率,,2
Bond_InterestType,4,零息或贴现,,3
Bond_InterestType,9,其他,,8
bsControl,0,仅买入,风控业务使用,0
bsControl,1,仅卖出,风控业务使用,1
bsControl,2,买卖合并计算,风控业务使用,2
bsControl,3,买卖轧差计算,风控业务使用,3
bsFlag,B,多头{{Long}},,0
bsFlag,S,空头{{Short}},,1
bsPermit,0,买入{{Buy}},Buy,0
bsPermit,1,卖出{{Sell}},Sell,1
bsPermit,2,双向{{Two Ways}},双向,2
BSType,A,申购{{Subscription}},,2
BSType,B,买入{{Buy}},,0
BSType,O,场外ETF申购{{ETF OTC Creation}},,4
BSType,P,场外ETF赎回{{ETF OTC Redemption}},,5
BSType,R,赎回{{Redemption}},,3
BSType,S,卖出{{Sell}},,1
BusinessType,A,申购{{Subscription}},,2
BusinessType,BC,买入平仓{{Buy Close}},,3
BusinessType,BD,买入到期{{Buy Expiry}},,7
BusinessType,BDTC,备兑调仓,,57
BusinessType,BG,多头估增{{Long Position Unrealized PnL}},,19
BusinessType,BO,买入开仓{{Buy Open}},,0
BusinessType,BS,多头交割{{Long Position Delivery}},,15
BusinessType,CF,拆分,,6
BusinessType,CKYW,存款{{Deposit}},,58
BusinessType,DF,兑付,,5
BusinessType,DT_JGSY,多头交割损益{{Long Position Delivery PnL}},,17
BusinessType,DT_PCSY,多头平仓损益{{Long Position Realized PnL}},,13
BusinessType,DX,兑息,,4
BusinessType,ETF_SG,ETF申购{{ETF Creation}},,25
BusinessType,ETF_SH,ETF赎回{{ETF Redemption}},,26
BusinessType,GLF,管理费{{Management Fee}},,30
BusinessType,GP_ETF_SG,股票ETF申购{{Stock ETF Creation}},,27
BusinessType,GP_ETF_SH,股票ETF赎回{{Stock ETF Redemption}},,28
BusinessType,HL,红利{{Cash Dividend}},,0
BusinessType,JX,计息,,29
BusinessType,JYBZJ,存入保证金{{Deposit Margin}},,23
BusinessType,JYFY,交易费用{{Trading Fee}},,22
BusinessType,JZSY_FY,费用结转{{Carry Forward on Fee}},,43
BusinessType,JZSY_GY,公允价值结转{{Carry Forward on Fair Value}},,41
BusinessType,JZSY_SR,收入结转{{Carry Forward on Income}},,42
BusinessType,JZSY_WSX,未实现结转{{Carry Forward on Unrealized PnL}},,45
BusinessType,JZSY_YSX,已实现结转{{Carry Forawrd on Realized PnL}},,44
BusinessType,KT_JGSY,空头交割损益{{Short Position Delivery PnL}},,18
BusinessType,KT_PCSY,空头平仓损益{{Short Position Realized PnL}},,14
BusinessType,O,场外ETF申购{{ETF OTC Creation}},,5
BusinessType,P,场外ETF赎回{{ETF OTC Redemption}},,6
BusinessType,PG,配股{{Right Issues}},,3
BusinessType,PG_CQ,配股除权,,49
BusinessType,PG_JKQR,配股缴款确认,,48
BusinessType,PX,派息{{Dividend}},,46
BusinessType,PXDZ,派息到账,,47
BusinessType,QKYW,取款{{Withdraw}},,59
BusinessType,QLFQQ,权利方弃权,,52
BusinessType,QLFRGXQ,权利方认购行权{{Exercise Call Options}},,50
BusinessType,QLFRUXQ,权利方认沽行权{{Exercise Put Options}},,51
BusinessType,R,赎回{{Redmeption}},,3
BusinessType,RGQZ,认购权证送配，,,7
BusinessType,RZDC,日终对冲{{EOD Offset}},,56
BusinessType,RZQZ,认沽权证送配，,,8
BusinessType,SC,卖出平仓{{Sell Close}},,1
BusinessType,SD,卖出到期{{Sell Expiry}},,8
BusinessType,SG,空头估增{{Short Position Unrealized PnL}},,20
BusinessType,SO,卖出开仓{{Sell Open}},,2
BusinessType,SS,空头交割{{Short Position Delivery}},,16
BusinessType,TGF,托管费{{Custody Fee}},,31
BusinessType,TQBZJ,提取保证金{{Withdraw Margin}},,24
BusinessType,TZBZJ,调整保证金{{Margin Adjustment}},,22
BusinessType,TZGWF,投资顾问费{{Advisor Fee}},,33
BusinessType,WBF,外包费{{Outsourcing Fee}},,32
BusinessType,WFZJS,无负债结算{{Mark to Market Settlement}},,21
BusinessType,XJDJ,现金对价,,9
BusinessType,XSFWF,销售服务费{{Sales Service Fee}},,34
BusinessType,YWFBQQ,义务方被弃权,,55
BusinessType,YWFRGBXQ,义务方认购被行权,,53
BusinessType,YWFRUBXQ,义务方认沽被行权,,54
BusinessType,ZFGLF,支付管理费{{Mgmt Fee Payment}},,35
BusinessType,ZFTGF,支付托管费{{Custody Fee Payment}},,36
BusinessType,ZFTZGWF,支付投顾费{{Advisor Fee Payment}},,38
BusinessType,ZFWBF,支付外包费{{Outsourcing Fee Payment}},,37
BusinessType,ZFXSFWF,支付销售服务费{{Sales Service Fee Payment}},,39
BusinessType,ZG,赠股,,2
BusinessType,ZQ,中签{{IPO Lottery Winnin}},,40
BuyOrderMode,0,调整到,OpenOrderMode,0
BuyOrderMode,1,买入,OpenOrderMode,1
BuyOrderMode,2,卖出,OpenOrderMode,2
CalcInterestType,0,A/365,实际天数/365，若该计息周期包含2月29日，计算改日利息,0
CalcInterestType,1,A/A,实际天数/实际天数,1
CalcInterestType,2,A/360,实际天数/360,2
CalcInterestType,3,A/365F,实际天数/365(固定)，若该计息周期包含2月29日，不计算改日利息,3
CalcInterestType,4,30/360,,4
CalcInterestType,5,A/A(ISMA),实际天数/实际天数(银行间市场),5
Channel,A,APIGateway,,0
Channel,B,FixGateway,,1
Channel,P,PhoneGateway,,2
chargeType,0,只收佣金,佣金设置,0
chargeType,1,佣金+一级,佣金设置,1
CityInvestment,0,非城投,,0
CityInvestment,1,城投,,1
closeFlag,F,正常{{Normal}},,0
closeFlag,T,停牌{{Suspension}},,0
closeStkNavFlag,1,按收盘价{{By Closing Price}},,0
closeStkNavFlag,2,按公允价{{By Fair Value}},,1
combineType,Arb,0,套利单,0
combineType,Comb,1,组合保证金,1
combineType,PosComb,2,持仓组合,2
CommisionType,ALL,标准特殊费用,TradingFeeDiscount,0
CommisionType,ProductNum,产品特殊费用,TradingFeeDiscount,1
CommisionType,TradingfeeList,费用模版分类,TradingFeeDiscount,1
CommRuleType,1,流程审核组,,1
CommRuleType,2,自动分发组,,2
CommRuleType,3,交易执行组,,3
CompactStatus,0,开仓未归还,开仓未归还,0
CompactStatus,1,部分归还,部分归还,1
CompactStatus,2,合约已过期,合约已过期,2
CompactStatus,3,客户自行归还,客户自行归还,3
CompactStatus,4,手工了结,手工了结,4
CompactStatus,5,未形成负债,未形成负债,5
CompareType,0,大于等于{{>=}},,0
CompareType,1,大于{{>}},,1
CompareType,2,小于等于{{<=}},,2
CompareType,3,小于{{<}},,3
CompareType,4,属于{{In}},,4
CompareType,5,不属于{{Not In}},,5
CompInfoCompType,101,保险公司,,1
CompInfoCompType,102,保险分公司,,2
CompInfoCompType,103,保险资产管理公司,,3
CompInfoCompType,104,保险产品,,4
CompInfoCompType,105,财险保险公司,,5
CompInfoCompType,106,寿险保险公司,,6
CompInfoCompType,107,再保险公司,,7
CompInfoCompType,108,保险中介机构,,8
CompInfoCompType,109,保险集团、控股公司,,9
CompInfoCompType,199,保险业其他,,10
CompInfoCompType,201,银行,,11
CompInfoCompType,202,银行分行,,12
CompInfoCompType,203,国有银行,,13
CompInfoCompType,204,政策性银行,,14
CompInfoCompType,205,股份制银行,,15
CompInfoCompType,206,外资银行,,16
CompInfoCompType,207,城市商业银行,,17
CompInfoCompType,208,农村商业银行,,18
CompInfoCompType,210,银行理财子公司,,19
CompInfoCompType,299,银行业其他,,20
CompInfoCompType,301,证券公司,,21
CompInfoCompType,302,基金公司,,22
CompInfoCompType,303,期货公司,,23
CompInfoCompType,304,证券金融公司,,24
CompInfoCompType,305,证券资产管理公司,,25
CompInfoCompType,399,证券业其他,,26
CompInfoCompType,401,非金融机构,,27
CompInfoCompType,499,非金融机构其他,,28
CompInfoCompType,501,信托公司,,29
CompInfoCompType,502,担保公司,,30
CompInfoCompType,503,资产管理公司,,31
CompInfoCompType,504,财务公司,,32
CompInfoCompType,505,金融租赁公司,,33
CompInfoCompType,599,其他金融机构,,34
CompInfoCompType,601,社保基金,,35
CompInfoCompType,602,企业年金,,36
CompInfoCompType,603,集合资产管理计划,,37
CompInfoCompType,604,基金资产管理计划,,38
CompInfoCompType,605,信托计划,,39
CompInfoCompType,606,银行理财产品,,40
CompInfoCompType,607,个人,,41
CompInfoCompType,699,其他,,42
completeFlag,0,0,不参与计算,0
completeFlag,1,1,非实时计算,1
completeFlag,2,2,实时计算,2
ConditionStatus,0,监控中,条件状态,0
ConditionStatus,1,暂停,条件状态,1
ConditionStatus,2,触发待确认,条件状态,2
ConditionStatus,3,下单,条件状态,3
ConditionStatus,4,完成,条件状态,4
ConditionStatus,9,删除,条件状态,5
ContractSerialNo,0,所有{{All}},,0
ContractSerialNo,1,当月{{Current Month}},,1
ContractSerialNo,10,连续月,,10
ContractSerialNo,11,连续月,,11
ContractSerialNo,12,连续月,,12
ContractSerialNo,2,下月{{Next Month}},,2
ContractSerialNo,3,连续月{{Consective Month}},,3
ContractSerialNo,4,连续月,,4
ContractSerialNo,5,连续月,,5
ContractSerialNo,6,连续月,,6
ContractSerialNo,7,连续月,,7
ContractSerialNo,8,连续月,,8
ContractSerialNo,9,连续月,,9
copyright,2018年10月,版本制作时间,,0
CoveredFlag,0,非备兑{{Not Covered}},,0
CoveredFlag,1,备兑{{Covered}},,1
CPAcctType,1,普通账号,,1
CPAcctType,2,中债DVP,,2
CPAcctType,3,清算所DVP,,3
CPAcctType,4,交易所,,4
CPAcctType,5,其他,,5
CPcategory,A,银行业金融机构,,0
CPcategory,B,证券业金融机构,,1
CPcategory,C,保险业金融机构,,2
CPcategory,D,其他金融机构,,3
CPcategory,E,非金融机构,暂不细分,4
CPcategory,F,其他,,5
CPcategorySub,A0,国有银行,,0
CPcategorySub,A1,股份制银行,,1
CPcategorySub,A2,政策性银行,,2
CPcategorySub,A3,城市商业银行,,3
CPcategorySub,A4,农村商业银行,,4
CPcategorySub,A5,外资银行,,5
CPcategorySub,A6,银行理财子公司,,6
CPcategorySub,B0,证券公司,,7
CPcategorySub,B1,基金公司,,8
CPcategorySub,B2,期货公司,,9
CPcategorySub,B3,证券资产管理公司,,10
CPcategorySub,B4,基金子公司,,11
CPcategorySub,C0,保险集团、控股公司,,12
CPcategorySub,C1,寿险保险公司,,13
CPcategorySub,C2,财险保险公司,,14
CPcategorySub,C3,再保险公司,,15
CPcategorySub,C4,保险资产管理公司,,16
CPcategorySub,C5,外资保险公司代表处,,17
CPcategorySub,C6,保险中介机构,,18
CPcategorySub,D0,资产管理公司,,19
CPcategorySub,D1,信托公司,,20
CPcategorySub,D2,财务公司,,21
CPcategorySub,D3,私募基金,,22
CPcategorySub,D4,担保公司,,23
CPcategorySub,D5,金融租赁公司,,24
CPcategorySub,D6,其他,包括汽车租赁、货币经纪、消费金融、小额信贷等,25
CPcategorySub,F0,个人,,26
CPcategorySub,F1,其他,,27
CPcategorySub,U,待分类,,28
CPLevel,1,甲类,,1
CPLevel,2,乙类,,2
CPLevel,3,丙类,,3
CPLevel,4,其他,,4
CPproperty,1,机构法人,,1
CPproperty,2,机构非法人,,2
CPproperty,3,产品,,3
CPproperty,4,其他,,4
CreditFlag,0,融资,,0
CreditFlag,1,融券,,1
CurrencyType,CNY,￥,,0
CurrencyType,HKD,HKD,HK$,2
CurrencyType,USD,$,,1
CustRateId,1,单利,,0
CustRateId,2,复利,,1
dataWriteMode,0,读DBF数据{{Read DBF}},,0
dataWriteMode,1,写DBF数据{{Write DBF}},,1
dataWriteMode,2,读SQL数据{{Read SQL Data}},,2
dataWriteMode,3,写SQL数据{{Write SQL Data}},,3
dataWriteMode,4,数据流{{Data Flow}},,4
dbfId_type,Basic_Future,期货基本信息{{Futures Basic Info}},,1
dbfId_type,Basic_Option,个股期权基本信息{{Stock Option Info}},,2
dbfId_type,Basic_Stock,现货基本信息{{Spot Basic Info}},,0
dbfId_type,Exdividend,除权除息信息{{Ex-Right Ex-Dividend Info}},,6
dbfId_type,Newstock,新股信息{{IPO Info}},,3
dbfId_type,Tradeexchrate,结算汇率信息{{Settlement Exchange Rate Info}},,7
deliveryFlag,0,未交收{{Settled}},,0
deliveryFlag,1,已交收{{Unsettled}},,1
deliveryType,M,非担保人工交收,担保交收标志,0
deliveryType,S,担保交收,担保交收标志,0
deliveryType,T,T日非担保自动交收,担保交收标志,0
deliveryType,U,非担保自动交收,担保交收标志,0
department,0,公司领导,公司领导,0
department,1,投资总监,投资总监,1
department,2,基金经理{{Portfolio Manager}},基金经理,2
department,3,交易总监{{Head of Trading}},交易总监,3
department,4,交易员{{Trader}},交易员,4
Equity,CDR_STOCK,CDR股票,0,17
ETF,BOND_ETF,债券ETF,Stktype2,11
ETF,CURRENCY_ETF,货币ETF,Stktype2,13
ETF,Equity_ETF,科创板ETF,0,19
ETF,GOLD_ETF,黄金ETF,Stktype2,12
ETF,NORMAL_ETF,普通ETF ,Stktype2,8
ETF,StartUpBoard_ETF,创业板ETF,1,20
ETF,X_A_MARKET_ETF,跨市ETF,Stktype2,10
ETF,X_MARKET_ETF,跨境ETF,Stktype2,9
ETFbusinessCode,BuyETF,买入ETF,买入ETF,1
ETFbusinessCode,Creation,申购,申购,4
ETFbusinessCode,MergeOrder,合并,合并,7
ETFbusinessCode,ofsCreation,场外申购,场外申购,2
ETFbusinessCode,ofsRedeem,场外赎回,场外赎回,3
ETFbusinessCode,PartitionOrder,分拆,分拆,6
ETFbusinessCode,Redeem,赎回,赎回,5
ETFType,1,单市ETF{{Single Market ETF}},,1
ETFType,2,非本市场现金跨市ETF,,2
ETFType,21,LOF基金{{LOF}} ,,21
ETFType,3,跨境ETF,,3
ETFType,4,货币ETF,,4
ETFType,5,实物债券ETF,,5
ETFType,6,现金债券ETF,,6
ETFType,7,黄金ETF{{Gold ETF}},,7
ETFType,8,非本市场实物跨市ETF,,8
ETFType,9,沪深港ETF,,9
EV_PSFundMarketValueFlag,0,T日单位净值{{T+0 Unit Net Value}},,0
EV_PSFundMarketValueFlag,1,T-1日单位净值{{T-1 Unit Net Value}},,1
