ThirdSystemId,ThirdSystemName,Memo,ChangeTradeUnitFlag,ProcessTime,FutMultiAttributRegFlag,NextInternalAcctId,PrevTradeDate,TradeDate,ReckoningFlag,DataStatisticsFlag,NextReckoningDate,ReckoningIntervalDays,OrderSeqnPrefix,CloseTimeConfig,OpenTimeConfig,IsTradeCalcuInterestFlag,CreditDetailReturnFlag,CreditStkAcctFlag,OptionAssureAcctAttribute,SupportAttributeList,TradeControlTime,publicParaValue,NextDayOrderControlTime,BatchOrderPackNum,IsReckoningCalcuInterestFlag,NightTradeBeginTime,NightTradeEndTime,ThirdSysInterface,RightsType,SuportFIX,ThirdReckoningType,ReturnCreditCashType,CreditOrderReturnFlag,AppID,AuthCode,CollectId,NoOrderFlag,ArbRedPrivilegeSet
24081,中金财富(五位),,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=N^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,,,2408,0,N,1,0,0,,,,0,
2409,华泰约券,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=N^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,,,2409,0,N,1,0,0,,,,0,
2410,华泰两融,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=N^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,,,2410,0,N,1,0,0,,,,0,
2411,中金财富约券,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=N^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,,,2411,0,N,1,0,0,,,,0,
2412,中金两融,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=N^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,,,2412,0,N,1,0,0,,,,0,
2413,海通现货,,0,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=N^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,,,2413,0,N,1,0,0,,,,0,
2415,中金财富现货外挂,,1,1325,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,1530,FundRedemption=1^HKStkValue=1^HKCostPriceCurrency=1^HKPnlCurrency=1^IsTradeCreditShareFeeFlag=1^PledgeReturnFlag=1^RealtimePNLFlag=0^FutureArbiFlag=0^CrossMarketHKT2CashUsedflag=N^DebtAutoPaidFlag=Y^MultiContractPayFlag=N^ReturnCashFlag=N^ReckoningRequestTimeOut=50^CreditAssureTransInFlag=1^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=1^isAddUndueRepurchaseToStkValue=Y^HKCostPriceSyncFlag=1,,50,0,,,2415,0,N,1,0,0,,,,0,
2416,CTTP,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=Y^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,00:00,,2416,0,N,1,0,0,,,,0,
2499,SWAP恒生I2,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=Y^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,00:00,,2499,0,N,1,0,0,,,,0,
25,SE-FutureSot,,0,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=Y^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,,,1201,0,N,9,0,0,,,,0,
2501,OTCD美股,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,05:10,21:20,0,0,0,S,S^F^C,0510,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=N^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,21:30,05:00,2401,0,N,3,0,0,,,,0,
2502,OTCD港股,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,0510,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=N^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,,,2401,0,N,3,0,0,,,,0,
2503,OTCD沪深港通,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,0510,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=N^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,,,2401,0,N,3,0,0,,,,0,
2504,OTCD港股信用,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,0510,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=N^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,,,2401,0,N,3,0,0,,,,0,
2701,两融FIX,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^C,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=N^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,00:00,,2701,0,N,1,0,0,,,,0,
2702,跨境FIDESSA,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,05:10,21:20,0,0,0,S,S,0510,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=N^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,21:30,05:00,2702,0,N,1,0,0,,,,0,
2900,对接清算中心清算,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=Y^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,,,2101,0,N,4,0,0,,,,0,1000005^0000002
2901,106挡板,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=Y^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,,,2101,0,N,2,0,0,,,,0,
3003,FIXGW,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=Y^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,00:00,,3003,0,N,1,0,0,,,,0,
3004,CS,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,16:00,08:30,0,0,0,S,S^F^C,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=Y^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,00:00,,3004,0,N,1,0,0,,,,0,
3005,CS1,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,16:00,08:30,0,0,0,S,S^F^C,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=Y^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,00:00,,3005,0,N,1,0,0,,,,0,0000003
888,888,,1,0200,0,,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=Y^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,,,2101,0,N,1,0,0,,,,0,1000005
8888,8888,,1,0200,0,0.0,20221013,20221014,0,0,20221014,1,,18:00,08:30,0,0,0,S,S^F^C,1530,FundRedemption=0^HKStkValue=0^HKCostPriceCurrency=0^HKPnlCurrency=0^IsTradeCreditShareFeeFlag=0^PledgeReturnFlag=0^RealtimePNLFlag=1^FutureArbiFlag=1^CrossMarketHKT2CashUsedflag=Y^DebtAutoPaidFlag=Y^MultiContractPayFlag=Y^ReturnCashFlag=Y^ReckoningRequestTimeOut=10^CreditAssureTransInFlag=0^CreditAssureTransOutFlag=0^IsBuyfrozenAssureTransTrans=0^isAddUndueRepurchaseToStkValue=N^HKCostPriceSyncFlag=0,,50,0,,,2101,0,N,4,0,0,,,,0,1000005^0000002
